NAME,CZ,LOGMSTAR,MODELU_RCORR,R90,MORPHEL,GRPCZ,FC,LOGMH,DEN1MPC
ECO10999,6077.1,8.71,0.97,15.5,L,6077.1,1,10.89,0.4
ECO11000,6295.3,8.99,1.65,18.8,L,6295.3,1,10.96,1.73
ECO11001,6347.5,9.01,0.83,14.6,L,6347.5,1,10.97,0.82
ECO11002,6776.2,8.69,1.16,5.3,E,6776.2,1,10.78,0.44
ECO11003,6308.1,8.63,0.77,6.5,L,6312.5,0,11.08,0.73
ECO11004,7371.5,10.75,1.44,31.6,L,7361.5,1,12.43,1.28
ECO11005,7051.1,8.89,1.22,18.7,L,7051.1,1,10.9,0.24
ECO11006,4462.5,8.69,0.8,25.0,L,4462.5,1,10.89,0.23
ECO11007,5288.9,8.59,0.53,14.8,L,5288.9,1,10.81,0.56
ECO11008,6376.5,8.67,0.88,6.3,E,6376.5,1,10.83,1.09
ECO11009,6453.6,8.47,0.8,8.5,L,6453.6,1,10.89,0.97
ECO11010,6329.2,8.83,1.68,15.9,L,6199.0,0,12.68,2.96
ECO11011,6428.4,8.81,0.69,15.5,L,6403.9,0,11.6,1.94
ECO11012,6574.9,8.79,1.68,16.5,L,6574.9,1,10.83,1.23
ECO11013,6612.5,9.37,2.23,12.0,E,6330.9,0,13.08,2.09
ECO11014,6026.8,8.81,1.77,6.1,E,6026.8,1,10.75,0.51
ECO11015,7404.5,10.11,1.58,19.0,L,7361.5,0,12.43,1.15
ECO11016,6321.3,8.67,0.74,5.1,L,6321.3,1,10.84,0.62
ECO11017,6057.1,8.69,1.0,11.7,L,6057.1,1,10.81,0.44
ECO11018,6208.4,8.73,0.91,13.5,L,6208.4,1,10.89,0.61
ECO11019,6221.5,8.77,1.13,22.2,L,6221.5,1,10.85,0.94
ECO11020,6359.0,8.35,0.71,16.6,L,6359.0,1,10.82,2.09
ECO11021,6022.3,9.03,1.48,10.2,L,6103.3,0,12.28,0.76
ECO11022,6399.0,8.81,0.84,5.0,E,6460.4,0,11.01,1.06
ECO11023,7116.1,8.75,1.38,12.0,L,7116.1,1,10.89,0.32
ECO11024,7269.0,8.71,0.79,11.9,L,7269.0,1,10.88,0.22
ECO11025,6409.6,8.43,0.84,8.2,L,6431.7,0,11.55,3.39
ECO11026,6496.2,9.23,0.61,20.8,L,6496.2,1,11.43,2.04
ECO11027,6512.6,8.59,0.84,6.7,E,6512.6,1,10.79,3.11
ECO11028,7213.3,8.59,0.81,16.3,L,7213.3,1,10.82,0.53
ECO11029,6924.0,8.81,0.7,20.5,L,6924.0,1,10.89,0.45
ECO11030,7408.2,8.99,1.2,11.3,L,7408.2,1,10.91,0.62
ECO11031,6809.1,8.89,0.95,6.3,E,6809.1,1,10.89,0.97
ECO11032,6885.8,8.75,1.75,8.7,L,6885.8,1,10.8,0.98
ECO11033,7266.5,8.73,0.69,6.0,E,7266.5,1,10.83,0.29
ECO11034,6689.7,8.93,0.73,19.6,L,6689.7,1,10.98,0.79
ECO11035,5641.8,8.43,0.78,4.4,E,5641.8,1,10.8,0.45
ECO11036,6269.4,8.41,1.08,4.2,E,6269.4,1,10.79,0.16
ECO11037,7463.7,10.67,1.65,41.4,L,7463.7,1,11.87,0.51
ECO11038,6926.2,8.81,1.02,12.8,E,6926.2,1,10.89,1.55
ECO11039,6814.4,9.17,1.4,4.8,E,6814.4,1,10.92,1.55
ECO11040,7077.6,8.51,0.7,19.0,L,7077.6,1,10.82,1.22
ECO11041,7203.2,8.61,0.91,9.9,L,7217.2,0,12.55,3.36
ECO11042,6476.1,9.13,1.24,28.9,L,6416.7,0,11.71,0.69
ECO11043,6669.1,8.61,1.27,11.3,L,6669.1,1,10.84,0.65
ECO11044,7411.0,8.89,0.73,22.5,L,7437.1,0,11.9,0.69
ECO11045,6376.6,8.83,1.11,18.5,L,6376.6,1,10.88,0.98
ECO11046,6378.2,8.81,1.61,12.9,E,6378.2,1,10.82,0.68
ECO11047,6429.3,8.63,0.75,8.9,L,6429.3,1,10.79,0.79
ECO11048,3705.2,10.03,0.95,43.4,L,3705.2,1,11.62,0.56
ECO11049,6058.7,9.63,0.92,22.7,L,6058.7,1,11.36,0.38
ECO11050,6804.9,8.67,0.76,3.8,E,6804.9,1,10.79,0.76
ECO11051,6425.6,8.57,0.77,8.9,L,6425.6,1,10.77,0.73
ECO11052,6773.4,8.59,0.89,8.0,L,6773.4,1,10.9,1.19
ECO11053,6889.2,8.51,1.09,16.8,L,6889.2,1,10.85,0.65
ECO11054,6705.2,8.97,1.3,31.3,L,6699.1,0,11.45,0.9
ECO11055,3412.7,8.11,0.63,46.9,L,3438.0,0,11.33,1.32
ECO11056,7084.7,8.81,1.17,6.8,E,7084.7,1,10.85,1.65
ECO11057,7075.0,9.05,1.9,8.5,E,7014.2,0,12.14,2.01
ECO11058,6451.6,9.33,2.2,16.1,E,6565.4,0,13.35,4.56
ECO11059,7031.6,9.03,1.27,14.5,L,7031.6,1,11.06,1.91
ECO11060,6680.8,8.51,0.96,3.8,E,6778.8,0,12.9,2.45
ECO11061,7189.7,8.49,0.7,3.4,E,7189.7,1,10.8,0.93
ECO11062,7310.3,8.59,1.21,11.4,L,7310.3,1,10.8,0.85
ECO11063,6799.8,9.05,1.83,22.9,L,6778.8,0,12.9,2.76
ECO11064,6589.4,8.65,0.91,14.6,L,6589.4,1,10.81,0.6
ECO11065,6683.2,8.65,0.91,16.1,L,6778.8,0,12.9,2.7
ECO11066,7257.8,8.71,1.39,8.1,L,7138.0,0,11.79,1.28
ECO11067,6959.3,8.47,1.1,15.0,L,6959.3,1,10.8,0.56
ECO11068,7287.8,8.89,1.27,10.8,E,7287.8,1,10.84,0.43
ECO11069,7061.3,8.75,0.92,14.8,L,7061.3,1,10.84,1.03
ECO11070,6429.2,10.41,1.99,18.0,E,6429.2,1,11.67,1.21
ECO11071,7457.9,9.27,1.02,19.3,L,7457.9,1,10.97,0.63
ECO11072,7072.9,9.05,0.82,15.8,L,7072.9,1,11.05,0.81
ECO11073,6970.6,8.79,0.59,17.6,L,6970.6,1,10.92,0.44
ECO11074,6570.6,8.85,1.21,21.2,L,6570.6,1,10.89,0.54
ECO11075,6886.4,8.47,1.23,16.9,L,7029.8,0,11.4,1.14
ECO11076,7348.9,8.51,0.83,5.6,L,7348.9,1,10.84,0.72
ECO11077,7305.2,8.93,0.94,20.1,L,7305.2,1,10.98,0.2
ECO11078,7130.2,8.67,0.6,27.8,L,7021.8,0,12.05,1.64
ECO11079,7352.9,8.59,0.84,8.4,L,7352.9,1,10.81,0.69
ECO11080,6264.1,8.99,0.99,15.2,L,6264.1,1,10.95,0.62
ECO11081,7407.7,10.81,2.39,34.6,L,7407.7,1,11.97,0.8
ECO11082,6975.9,8.75,1.46,11.5,L,6975.9,1,10.84,1.72
ECO11083,7140.4,8.91,1.57,9.0,L,7140.4,1,10.8,1.87
ECO11084,6938.4,9.37,1.83,11.0,L,6938.4,1,10.88,1.58
ECO11085,7129.7,8.73,1.15,19.3,L,7129.7,1,10.91,1.66
ECO11086,7390.6,9.23,2.07,6.0,E,7390.6,1,10.86,1.97
ECO11087,6187.5,9.19,2.03,22.9,L,6584.5,0,13.39,3.81
ECO11088,6568.6,9.01,2.12,9.3,E,6584.5,0,13.39,4.22
ECO11089,7112.6,8.81,0.72,17.4,L,7278.7,0,13.58,3.16
ECO11090,7461.2,8.89,1.25,6.2,E,7461.2,1,10.81,1.3
ECO11091,6299.5,8.43,0.83,11.8,L,6299.5,1,10.79,0.46
ECO11092,3241.5,9.57,1.06,29.4,L,3241.5,1,11.21,0.36
ECO11093,6643.6,9.19,0.9,20.9,L,6597.4,0,12.18,2.88
ECO11094,7025.8,8.77,1.0,5.4,E,6939.4,1,10.96,1.34
ECO11095,6853.0,8.53,1.12,5.1,E,6939.4,0,10.96,1.42
ECO11096,7032.6,8.49,0.95,9.7,L,7032.6,1,10.82,1.04
ECO11097,7355.3,9.13,2.07,9.9,E,7355.3,1,10.82,2.03
ECO11098,6848.5,8.61,1.04,4.7,E,6848.5,1,10.83,1.8
ECO11099,6955.5,8.87,1.81,4.5,E,6955.5,1,10.78,1.68
ECO11100,7049.7,8.63,1.21,13.5,L,7049.7,1,10.81,1.47
ECO11101,7084.0,8.63,0.95,6.5,L,7084.0,1,10.81,1.24
ECO11102,6886.4,8.53,1.19,6.2,L,6902.6,0,10.97,1.54
ECO11103,6272.1,10.29,1.31,35.9,L,6360.8,0,12.48,1.0
ECO11104,6918.9,8.55,0.97,6.3,L,6902.6,1,10.97,1.53
ECO11105,6810.1,8.57,0.73,7.9,L,6810.1,1,10.83,1.4
ECO11106,6867.7,8.87,1.04,50.3,L,6867.7,1,11.09,1.62
ECO11107,6910.8,8.57,0.74,15.1,L,6910.8,1,10.84,1.46
ECO11108,6882.4,8.99,0.89,23.8,L,6882.4,1,10.98,1.65
ECO11109,4253.1,8.79,0.85,34.1,L,4216.5,0,12.06,0.93
ECO11110,7353.8,8.51,1.05,7.1,L,7353.8,1,10.85,1.12
ECO11111,6818.8,9.09,1.02,33.9,L,6818.8,1,10.99,0.75
ECO11112,6694.0,9.33,2.07,13.4,E,6694.0,1,10.9,0.86
ECO11113,6922.6,8.79,1.75,11.0,E,6922.6,1,10.81,1.51
ECO11114,6298.7,10.87,2.25,50.6,E,6360.8,1,12.48,1.06
ECO11115,6262.5,9.03,2.01,9.0,E,6262.5,1,10.81,3.22
ECO11116,7291.5,8.77,1.1,8.8,L,7291.5,1,10.86,1.7
ECO11117,6860.9,9.15,1.27,34.7,L,6860.9,1,11.2,1.47
ECO11118,6674.8,9.15,2.14,5.7,E,6589.0,0,14.45,18.36
ECO11119,6952.3,9.17,1.3,6.7,L,6952.3,1,10.96,1.35
ECO11120,7003.0,9.11,2.21,5.0,E,6589.0,0,14.45,27.21
ECO11121,7043.8,8.63,0.98,4.2,E,7080.3,0,12.19,0.77
ECO11122,6908.4,8.87,0.9,19.4,L,6908.4,1,10.83,1.03
ECO11123,7161.4,9.03,1.93,9.9,L,7135.5,0,11.89,0.72
ECO11124,6359.6,8.75,1.26,7.2,L,6359.6,1,10.79,0.51
ECO11125,2865.7,9.69,1.09,81.2,L,2865.7,1,11.22,0.4
ECO11126,7299.6,9.07,1.9,5.2,E,7299.6,1,10.86,1.25
ECO11127,6387.2,8.83,1.32,10.7,L,6387.2,1,10.87,0.62
ECO11128,6746.5,8.67,1.6,6.2,E,6746.5,1,10.75,0.85
ECO11129,6465.0,8.73,1.24,13.8,L,6465.0,1,10.81,0.6
ECO11130,7036.1,8.29,1.06,9.5,L,7036.1,1,10.77,0.95
ECO11131,7058.7,8.93,1.02,7.4,L,7042.5,0,11.31,0.98
ECO11132,7191.7,8.95,1.96,9.8,E,7096.6,0,11.89,0.76
ECO11133,4769.4,8.41,0.68,15.4,L,4830.8,1,10.96,0.38
ECO11134,7107.4,9.13,0.79,19.2,L,7107.4,1,11.11,1.24
ECO11135,6992.5,8.85,1.62,14.4,L,6992.5,1,10.86,3.72
ECO11136,6289.5,10.77,2.27,35.7,L,6480.1,1,12.98,3.65
ECO11137,7069.7,9.41,2.12,10.0,E,7029.9,0,13.67,3.95
ECO11138,6781.5,9.15,1.36,27.6,L,6781.5,1,10.94,1.33
ECO11139,7127.0,9.23,2.05,15.0,L,7029.9,0,13.67,3.7
ECO11140,7420.6,9.01,1.38,15.2,L,7420.6,1,10.98,1.44
ECO11141,6822.3,8.71,0.82,28.4,L,6822.3,1,10.99,0.83
ECO11142,6384.6,8.77,0.81,14.7,L,6447.8,0,12.58,1.28
ECO11143,7042.1,9.17,2.05,5.8,E,7029.9,0,13.67,3.95
ECO11144,7049.1,8.67,0.9,15.1,L,7049.1,1,10.84,0.71
ECO11145,6871.0,8.95,1.79,25.8,L,6871.0,1,10.94,2.23
ECO11146,6753.1,8.57,1.17,18.3,L,6753.1,1,10.82,0.95
ECO11147,6170.3,9.43,0.77,29.0,L,6480.1,0,12.98,3.7
ECO11148,7272.8,8.51,0.82,11.0,L,7359.0,0,11.61,1.39
ECO11149,7179.5,9.11,1.23,20.1,L,7123.7,0,11.44,1.46
ECO11150,7416.7,9.03,1.68,6.6,E,7359.0,0,11.61,1.37
ECO11151,6787.1,9.21,1.99,14.9,E,6787.1,1,10.87,2.23
ECO11152,7098.4,8.65,1.1,18.5,L,7098.4,1,10.82,1.48
ECO11153,7144.8,8.81,1.16,18.6,L,7144.8,1,10.91,3.2
ECO11154,6988.1,9.03,0.97,21.1,L,6988.1,1,11.07,2.02
ECO11155,6826.3,8.51,0.8,19.2,L,6826.3,1,10.79,1.43
ECO11156,7130.2,8.65,0.97,6.4,L,7154.7,1,11.09,3.86
ECO11157,7110.3,8.81,0.85,15.3,L,7110.3,1,10.95,1.71
ECO11158,4095.5,9.69,1.33,12.9,E,4095.5,1,11.1,0.48
ECO11159,7095.3,8.85,1.37,7.2,L,7095.3,1,10.82,1.28
ECO11160,7256.5,9.11,1.12,5.5,E,7266.2,0,11.77,4.71
ECO11161,7126.8,8.69,1.64,18.4,L,7126.8,1,10.88,1.7
ECO11162,6808.0,9.09,1.99,9.6,E,7000.7,0,11.56,1.93
ECO11163,7179.6,8.65,1.41,13.3,L,7179.6,1,10.84,1.31
ECO11164,7112.7,8.73,0.88,13.2,L,7112.7,1,10.87,1.72
ECO11165,6972.1,9.15,2.03,12.2,L,6870.3,0,13.56,2.2
ECO11166,7272.0,8.57,1.24,8.3,L,7302.0,0,11.79,4.56
ECO11167,7147.9,8.75,0.79,10.0,L,7147.9,1,10.81,0.67
ECO11168,6847.0,8.75,0.78,26.2,L,6847.0,1,10.91,0.37
ECO11169,6528.0,10.13,0.82,27.6,L,6528.0,1,11.92,2.97
ECO11170,7022.4,8.47,0.82,10.7,L,7022.4,1,10.85,0.59
ECO11171,6945.7,8.69,1.06,9.1,E,6945.7,1,10.8,0.65
ECO11172,6485.4,8.71,1.19,16.2,L,6485.4,1,10.82,0.98
ECO11173,7130.6,8.67,0.91,15.9,L,7130.6,1,10.87,0.78
ECO11174,6404.3,8.39,1.06,28.6,L,6404.3,1,11.05,0.45
ECO11175,7268.6,8.71,0.69,4.8,E,7268.6,1,10.89,0.99
ECO11176,6930.4,8.89,0.95,21.7,L,6930.4,1,10.98,1.36
ECO11177,6951.9,8.69,1.15,15.9,L,6951.9,1,10.83,1.7
ECO11178,6680.6,8.89,0.89,12.5,L,6680.6,1,10.9,0.93
ECO11179,7250.1,9.09,1.2,18.3,L,7250.1,1,11.01,0.24
ECO11180,2604.6,9.89,2.13,32.9,L,2604.6,1,11.23,0.29
ECO11181,7097.1,8.93,0.88,15.2,L,7097.1,1,10.96,1.02
ECO11182,7434.4,8.41,0.95,7.0,L,7434.4,1,10.82,0.28
ECO11183,6572.5,8.55,0.83,6.7,E,6572.5,1,10.83,0.16
ECO11184,7261.4,8.79,1.08,16.1,L,7261.4,1,10.87,1.14
ECO11185,6830.9,8.91,1.63,9.7,L,6794.7,0,12.03,1.83
ECO11186,7176.0,8.93,1.11,22.9,L,7176.0,1,11.0,0.31
ECO11187,6988.8,8.73,1.37,8.6,L,6988.8,1,10.84,1.65
ECO11188,6764.4,8.81,0.93,16.7,L,6764.4,1,10.98,1.25
ECO11189,6930.1,8.89,0.69,10.9,L,6882.5,0,12.56,1.6
ECO11190,7250.9,8.91,1.14,15.3,L,7250.9,1,10.95,0.96
ECO11191,6534.5,10.25,1.19,19.2,L,6480.1,0,12.98,3.64
ECO11192,6930.0,8.53,1.22,7.2,L,6930.0,1,10.82,1.2
ECO11193,5800.9,8.63,0.72,6.7,E,6027.2,0,11.53,2.7
ECO11194,6629.3,8.79,1.3,13.8,L,6612.9,0,11.64,1.41
ECO11195,5977.0,8.97,1.01,6.0,L,5941.5,0,13.7,2.5
ECO11196,4164.9,8.25,0.68,5.7,E,4041.5,0,11.03,0.86
ECO11197,7037.2,8.61,1.0,6.7,E,7037.2,1,10.86,3.21
ECO11198,6678.7,8.95,0.94,19.0,L,6689.7,1,11.08,1.54
ECO11199,3991.2,8.49,0.81,9.4,E,3991.2,1,10.78,0.74
ECO11200,3969.4,8.43,0.87,7.7,E,3969.4,1,10.8,0.67
ECO11201,5388.5,8.91,1.07,14.9,L,5388.5,1,10.89,1.06
ECO11202,6723.0,9.91,1.31,16.2,L,6723.0,1,11.37,1.33
ECO11203,7116.9,8.99,1.2,23.7,L,7231.4,1,11.04,1.51
ECO11204,7050.6,8.79,1.2,16.3,L,7017.2,0,13.48,3.86
ECO11205,6948.9,8.57,1.21,5.7,L,7017.2,0,13.48,3.87
ECO11206,6685.4,9.27,1.51,22.4,L,6685.4,1,11.06,0.57
ECO11207,6927.3,8.81,1.2,13.6,L,7009.3,0,11.53,3.27
ECO11208,7192.4,8.79,1.04,13.7,L,7192.4,1,10.9,0.71
ECO11209,7238.9,8.69,0.84,5.0,E,7132.6,0,11.66,3.33
ECO11210,7456.7,8.51,1.29,9.0,L,7456.7,1,10.76,0.68
ECO11211,5807.1,8.51,1.1,12.5,L,5779.2,0,11.85,0.64
ECO11212,7182.8,8.93,1.91,11.8,L,7089.0,0,11.33,2.86
ECO11213,3205.4,9.59,1.18,46.9,L,3205.4,1,11.23,0.19
ECO11214,6382.8,8.63,1.32,16.1,L,6382.8,1,10.8,0.18
ECO11215,6941.4,8.59,1.29,6.7,E,6941.4,1,10.77,0.76
ECO11216,7413.6,8.89,1.08,18.0,L,7364.9,0,11.11,2.42
ECO11217,7219.0,8.87,0.8,10.1,L,7219.0,1,10.97,2.62
ECO11218,7125.1,8.73,1.01,6.6,L,7170.0,0,12.36,2.94
ECO11219,7210.0,8.75,1.05,9.0,L,7170.0,0,12.36,2.84
ECO11220,7258.7,8.79,0.88,10.6,L,7258.7,1,10.88,2.07
ECO11221,7422.6,9.35,1.95,12.2,L,7330.7,0,11.16,1.59
ECO11222,7427.4,8.55,0.81,7.7,L,7427.4,1,10.82,1.97
ECO11223,7442.3,9.43,2.07,12.7,E,7129.7,0,13.77,2.54
ECO11224,6224.4,10.03,0.84,18.7,L,6249.1,1,11.79,0.78
ECO11225,7271.7,8.77,1.36,13.5,L,7271.7,1,10.82,1.67
ECO11226,6399.2,9.27,1.9,17.1,L,6399.2,1,10.88,0.18
ECO11227,7041.6,9.05,1.25,15.3,L,7041.6,1,10.88,1.84
ECO11228,7388.4,8.65,1.49,13.9,L,7388.4,1,10.82,1.23
ECO11229,4802.5,8.55,1.49,11.4,E,4725.7,0,10.91,2.19
ECO11230,6502.7,8.45,0.89,7.0,E,6502.7,1,10.8,0.31
ECO11231,7199.7,9.27,1.38,12.0,L,7199.7,1,11.05,0.54
ECO11232,7109.7,8.55,0.73,22.6,L,7109.7,1,10.83,0.48
ECO11233,6468.6,8.51,0.79,8.3,L,6479.0,0,11.61,0.71
ECO11234,5962.9,10.11,1.83,28.5,E,6031.3,1,11.57,1.19
ECO11235,6634.1,8.95,1.08,31.1,L,6634.1,1,11.19,0.79
ECO11236,6085.5,8.97,1.27,6.7,E,6085.5,1,10.89,0.33
ECO11237,5861.7,8.73,1.67,16.2,L,5861.7,1,10.77,0.16
ECO11238,7122.2,8.69,1.45,6.7,L,7122.2,1,10.83,1.34
ECO11239,7140.5,8.75,0.72,9.5,E,7140.5,1,10.9,1.7
ECO11240,7138.8,9.13,1.99,12.6,E,7139.2,0,12.66,1.95
ECO11241,7064.1,9.25,1.97,9.2,E,7139.2,0,12.66,1.87
ECO11242,7284.4,8.81,0.68,14.6,L,7284.4,1,11.02,0.26
ECO11243,7391.0,8.53,0.84,16.6,L,7391.0,1,10.82,0.29
ECO11244,7005.2,8.49,0.8,11.4,L,7000.8,0,10.97,0.92
ECO11245,6772.9,10.93,2.02,63.8,L,6702.0,1,12.44,1.43
ECO11246,6402.0,8.95,1.96,9.1,L,6402.0,1,10.81,0.38
ECO11247,6728.3,9.35,1.05,11.6,L,6781.9,0,11.36,0.5
ECO11248,6955.6,8.63,0.88,7.6,L,6955.6,1,10.83,0.75
ECO11249,4716.5,9.19,0.86,16.3,L,4716.5,1,11.08,0.35
ECO11250,3345.4,9.11,1.26,30.6,L,3578.4,0,12.84,1.81
ECO11251,4846.6,8.99,0.73,10.7,L,4746.8,1,11.24,0.49
ECO11252,7291.9,10.17,0.91,21.9,L,7295.8,1,12.24,0.0
ECO11253,6991.6,9.09,0.84,14.6,L,7021.4,1,11.35,1.94
ECO11254,7084.4,9.45,1.97,7.9,L,6589.0,0,14.45,25.45
ECO11255,3031.0,8.87,0.87,40.0,L,3031.0,1,10.88,0.41
ECO11256,7278.5,10.27,2.3,14.2,E,7396.8,0,12.28,1.09
ECO11257,7169.8,9.51,1.2,14.0,L,7169.8,1,11.18,0.3
ECO11258,5854.9,8.97,0.71,38.1,L,5941.5,0,13.7,3.61
ECO11259,5461.4,8.41,0.67,22.1,L,5461.4,1,10.85,0.88
ECO11260,6929.2,9.71,2.05,16.3,L,6929.2,1,11.11,0.31
ECO11261,6958.7,8.53,1.33,13.1,L,6958.7,1,10.77,1.15
ECO11262,6934.7,8.79,0.58,26.9,L,6934.7,1,10.93,0.82
ECO11263,7104.8,8.73,1.05,17.0,L,7104.8,1,10.82,0.4
ECO11264,7070.3,8.77,1.66,19.2,L,7070.3,1,10.8,0.7
ECO11265,7280.4,9.03,1.38,5.9,E,7280.4,1,10.84,0.69
ECO11266,5968.4,10.01,1.03,40.8,L,5968.4,1,11.58,0.79
ECO11267,7443.2,10.05,1.38,14.7,L,7396.8,0,12.28,1.12
ECO11268,6405.8,8.51,0.67,22.9,L,6405.8,1,10.85,0.38
ECO11269,7192.1,8.75,1.34,11.7,L,7192.1,1,10.8,0.48
ECO11270,6629.3,8.85,1.01,7.2,L,6629.3,1,10.84,2.53
ECO11271,6967.9,8.65,1.35,12.6,L,6964.1,0,12.29,1.74
ECO11272,7392.3,8.55,1.39,18.7,L,7392.3,1,10.81,1.45
ECO11273,5932.1,8.49,0.87,25.9,L,5932.1,1,10.82,0.26
ECO11274,7447.4,9.03,2.0,8.8,E,7447.4,1,10.8,1.24
ECO11275,7218.3,8.89,0.77,6.0,E,7218.3,1,10.89,0.18
ECO11276,6622.8,8.49,1.13,16.4,L,6622.8,1,10.76,1.05
ECO11277,6526.9,10.73,2.15,61.0,L,6526.9,1,11.92,0.85
ECO11278,7011.4,8.79,1.45,9.8,L,7011.4,1,10.82,1.76
ECO11279,6996.9,8.61,0.81,6.6,E,6904.4,0,10.98,1.69
ECO11280,7028.1,8.65,1.0,8.8,L,7028.1,1,10.79,0.57
ECO11281,7462.7,6.71,0.76,17.2,L,7462.7,1,10.82,1.8
ECO11282,6424.8,8.59,1.08,8.9,E,6510.5,0,11.1,0.68
ECO11283,7121.6,8.93,0.7,36.0,L,7106.2,0,11.34,1.34
ECO11284,6577.2,8.81,1.44,11.1,L,6643.9,0,11.9,0.99
ECO11285,6326.1,8.97,2.01,10.3,E,6345.4,0,11.42,2.08
ECO11286,5876.5,8.81,1.53,20.2,L,5876.5,1,10.8,0.46
ECO11287,6725.5,8.73,1.12,11.6,E,6725.5,1,10.89,0.7
ECO11288,6110.0,9.67,0.95,12.3,L,6110.0,1,11.19,1.4
ECO11289,7271.1,8.75,1.19,18.5,L,7271.1,1,10.9,2.83
ECO11290,6354.8,8.51,0.71,4.0,E,6354.8,1,10.81,0.59
ECO11291,7131.6,8.99,1.14,29.6,L,7057.6,0,11.42,1.03
ECO11292,7273.9,8.85,1.3,27.5,L,7249.1,0,11.59,1.97
ECO11293,6932.5,8.37,0.98,12.9,L,6932.5,1,10.82,1.35
ECO11294,6764.2,8.77,1.77,13.4,L,6764.2,1,10.8,1.98
ECO11295,6942.4,9.47,1.87,32.3,L,6942.4,1,11.05,0.19
ECO11296,5880.1,8.75,0.97,12.0,L,5880.1,1,10.85,0.28
ECO11297,7199.5,9.47,0.9,32.6,L,7199.5,1,11.11,1.4
ECO11298,7111.8,9.33,1.25,37.9,L,7111.8,1,11.29,0.47
ECO11299,2570.0,9.29,1.44,53.4,L,2570.0,1,11.22,0.29
ECO11300,4525.9,8.61,0.73,10.1,L,4564.3,1,11.01,1.04
ECO11301,6508.9,8.55,0.92,12.1,L,6508.9,1,10.84,1.25
ECO11302,7157.1,9.89,1.67,16.3,E,7157.1,1,11.24,0.39
ECO11303,7135.9,8.83,1.04,15.0,L,7135.9,1,10.89,0.34
ECO11304,6658.4,9.43,1.87,35.2,L,6672.0,0,11.4,0.54
ECO11305,6456.3,10.33,2.0,38.0,E,6511.9,1,11.72,1.25
ECO11306,6933.6,9.73,1.01,16.0,L,6972.3,0,11.93,0.72
ECO11307,6549.9,9.49,1.48,47.9,L,6549.9,1,11.27,0.16
ECO11308,5462.3,10.03,1.64,40.4,L,5462.3,1,11.28,0.94
ECO11309,5452.8,9.21,1.24,12.5,L,5424.3,0,11.56,0.91
ECO11310,6383.0,11.11,2.62,42.0,E,6383.0,1,12.23,0.44
ECO11311,4830.4,9.77,2.14,13.1,E,4782.6,0,11.44,0.56
ECO11312,6714.1,9.73,2.07,8.8,E,6714.1,1,11.23,0.18
ECO11313,4998.1,9.81,2.11,23.3,E,4931.1,1,11.16,0.43
ECO11314,5744.0,9.97,2.07,10.6,E,5744.0,1,11.23,0.27
ECO11315,4940.2,9.49,1.34,17.5,E,4940.2,1,10.98,0.41
ECO11316,3780.5,9.13,0.98,29.8,L,3710.3,0,11.56,0.78
ECO11317,7369.6,10.21,1.86,14.3,E,7369.6,1,11.45,0.97
ECO11318,7353.1,10.11,0.83,14.7,L,7274.6,1,12.43,1.98
ECO11319,4427.0,9.27,1.5,16.2,L,4470.3,1,11.09,0.31
ECO11320,6708.0,9.19,1.06,10.0,L,6708.0,1,11.09,0.33
ECO11321,3670.4,10.01,1.33,51.2,L,3670.4,1,11.39,0.34
ECO11322,6153.5,10.01,2.11,15.4,E,6151.0,1,11.4,2.19
ECO11323,6169.3,9.35,0.88,11.6,L,6186.2,1,11.26,1.4
ECO11324,6658.3,10.79,1.21,39.5,L,6771.0,1,12.65,2.24
ECO11325,7082.0,9.33,1.15,17.9,L,7082.0,1,11.16,0.21
ECO11326,4641.1,9.13,0.81,15.1,E,4672.7,1,11.12,0.5
ECO11327,3256.7,8.45,0.8,13.4,L,3256.7,1,10.81,0.16
ECO11328,6811.8,10.11,1.68,10.4,L,6732.2,1,11.53,0.52
ECO11329,6998.8,9.89,1.96,29.4,L,6998.8,1,11.16,0.16
ECO11330,6680.5,10.03,2.4,15.6,E,6680.5,1,11.18,0.32
ECO11331,5100.1,9.85,1.78,22.0,L,5100.1,1,11.25,0.48
ECO11332,6074.1,10.15,2.37,9.9,E,6074.1,1,11.32,1.44
ECO11333,3880.3,8.69,0.78,28.3,L,3886.5,1,11.02,0.92
ECO11334,7150.5,9.17,1.04,20.0,L,7150.5,1,11.05,1.51
ECO11335,4613.4,8.81,0.79,25.4,L,4613.4,1,10.91,1.07
ECO11336,6167.9,9.15,1.02,22.2,L,6167.9,1,11.07,0.54
ECO11337,6954.9,9.07,1.58,11.8,L,6954.9,1,10.94,1.89
ECO11338,6429.3,8.63,0.71,18.3,L,6429.3,1,10.84,0.82
ECO11339,6884.0,8.63,1.04,16.6,L,6884.0,1,10.86,0.47
ECO11340,7111.2,8.39,0.78,14.3,L,7111.2,1,10.82,0.39
ECO11341,6330.5,8.91,0.77,33.3,L,6330.5,1,10.97,0.4
ECO11342,6822.6,8.73,1.6,14.9,L,6894.7,0,11.03,1.33
ECO11343,5961.9,10.13,0.95,36.0,L,5961.9,1,11.79,0.31
ECO11344,7030.1,8.71,1.03,13.9,L,7030.1,1,10.88,2.07
ECO11345,7424.3,9.55,1.06,21.2,L,7424.3,1,11.05,2.11
ECO11346,7357.9,9.03,0.77,22.8,L,7357.9,1,10.95,3.56
